-181.489, 77.841, 1.628,  1.765
-181.469, 77.791, 1.569,  1.798
-181.451, 77.741, 1.513,  1.831
-181.434, 77.694, 1.459,  1.864
-181.418, 77.648, 1.407,  1.897
-181.402, 77.603, 1.356,  1.930
-181.388, 77.560, 1.308,  1.963
-181.374, 77.519, 1.261,  1.996
-181.361, 77.480, 1.179,  2.029
-181.349, 77.443, 1.104,  2.062
-181.338, 77.409, 1.052,  2.095
-181.327, 77.375, 1.008,  2.128
-181.317, 77.343, 0.985,  2.161
-181.308, 77.311, 0.983,  2.194
-181.298, 77.277, 1.010,  2.227
-181.287, 77.242, 1.065,  2.260
-181.276, 77.204, 1.155,  2.293
-181.264, 77.162, 1.278,  2.326
-181.251, 77.115, 1.435,  2.359
-181.236, 77.063, 1.600,  2.392
-181.220, 77.005, 1.746,  2.425
-181.204, 76.944, 1.864,  2.458
-181.187, 76.879, 1.953,  2.491
-181.171, 76.813, 2.010,  2.524
-181.154, 76.746, 2.034,  2.557
-181.138, 76.679, 2.040,  2.590
-181.123, 76.612, 2.033,  2.623
-181.109, 76.546, 2.015,  2.656
-181.095, 76.480, 1.991,  2.689
-181.082, 76.415, 1.963,  2.722
-181.070, 76.351, 1.935,  2.755
-181.058, 76.288, 1.906,  2.788
-181.047, 76.225, 1.881,  2.821
-181.037, 76.164, 1.859,  2.854
-181.027, 76.102, 1.843,  2.887
-181.018, 76.041, 1.833,  2.920
-181.009, 75.980, 1.830,  2.953
-181.001, 75.918, 1.833,  2.986
-180.993, 75.856, 1.843,  3.019
-180.985, 75.794, 1.859,  3.052
-180.978, 75.731, 1.880,  3.085
-180.972, 75.667, 1.904,  3.118
-180.965, 75.602, 1.929,  3.151
-180.959, 75.536, 1.954,  3.184
-180.954, 75.469, 1.980,  3.217
-180.948, 75.402, 2.004,  3.250
-180.944, 75.334, 2.026,  3.283
-180.939, 75.265, 2.045,  3.316
-180.935, 75.195, 2.061,  3.349
-180.932, 75.126, 2.074,  3.382
-180.929, 75.055, 2.083,  3.415
-180.926, 74.985, 2.090,  3.448
-180.924, 74.915, 2.094,  3.481
-180.922, 74.844, 2.097,  3.514
-180.920, 74.774, 2.098,  3.547
-180.919, 74.703, 2.098,  3.580
-180.918, 74.632, 2.098,  3.613
-180.918, 74.562, 2.098,  3.646
-180.918, 74.491, 2.099,  3.679
-180.918, 74.421, 2.100,  3.712
-180.919, 74.350, 2.103,  3.745
-180.920, 74.280, 2.106,  3.778
-180.921, 74.209, 2.112,  3.811
-180.922, 74.138, 2.118,  3.844
-180.924, 74.066, 2.125,  3.877
-180.926, 73.995, 2.134,  3.910
-180.928, 73.923, 2.143,  3.943
-180.930, 73.851, 2.153,  3.976
-180.933, 73.779, 2.163,  4.009
-180.936, 73.706, 2.174,  4.042
-180.939, 73.633, 2.184,  4.075
-180.942, 73.559, 2.194,  4.108
-180.945, 73.486, 2.203,  4.141
-180.949, 73.412, 2.212,  4.174
-180.952, 73.338, 2.220,  4.207
-180.956, 73.263, 2.228,  4.240
-180.960, 73.189, 2.236,  4.273
-180.964, 73.114, 2.243,  4.306
-180.968, 73.039, 2.249,  4.339
-180.973, 72.964, 2.255,  4.372
-180.977, 72.888, 2.262,  4.405
-180.981, 72.813, 2.268,  4.438
-180.986, 72.737, 2.274,  4.471
-180.990, 72.661, 2.281,  4.504
-180.995, 72.585, 2.287,  4.537
-181.000, 72.508, 2.294,  4.570
-181.005, 72.432, 2.301,  4.603
-181.009, 72.355, 2.308,  4.636
-181.014, 72.278, 2.316,  4.669
-181.019, 72.200, 2.324,  4.702
-181.024, 72.123, 2.332,  4.735
-181.029, 72.045, 2.340,  4.768
-181.034, 71.967, 2.348,  4.801
-181.039, 71.888, 2.356,  4.834
-181.044, 71.810, 2.365,  4.867
-181.049, 71.731, 2.373,  4.900
-181.054, 71.652, 2.381,  4.933
-181.059, 71.572, 2.389,  4.966
-181.064, 71.492, 2.397,  4.999
-181.069, 71.412, 2.405,  5.032
-181.073, 71.332, 2.413,  5.065
-181.078, 71.252, 2.421,  5.098
-181.083, 71.171, 2.429,  5.131
-181.088, 71.090, 2.437,  5.164
-181.093, 71.008, 2.445,  5.197
-181.098, 70.927, 2.454,  5.230
-181.102, 70.845, 2.462,  5.263
-181.107, 70.763, 2.470,  5.296
-181.112, 70.680, 2.478,  5.329
-181.116, 70.598, 2.486,  5.362
-181.121, 70.515, 2.494,  5.395
-181.125, 70.432, 2.503,  5.428
-181.130, 70.348, 2.511,  5.461
-181.134, 70.264, 2.519,  5.494
-181.139, 70.180, 2.528,  5.527
-181.143, 70.096, 2.536,  5.560
-181.147, 70.011, 2.545,  5.593
-181.151, 69.926, 2.553,  5.626
-181.156, 69.841, 2.562,  5.659
-181.160, 69.756, 2.570,  5.692
-181.164, 69.670, 2.579,  5.725
-181.168, 69.584, 2.588,  5.758
-181.172, 69.497, 2.596,  5.791
-181.176, 69.411, 2.605,  5.824
-181.179, 69.324, 2.614,  5.857
-181.183, 69.236, 2.622,  5.890
-181.187, 69.149, 2.631,  5.923
-181.191, 69.061, 2.640,  5.956
-181.194, 68.973, 2.649,  5.989
-181.198, 68.884, 2.657,  6.022
-181.201, 68.796, 2.666,  6.055
-181.205, 68.707, 2.675,  6.088
-181.208, 68.617, 2.684,  6.121
-181.211, 68.528, 2.693,  6.154
-181.215, 68.438, 2.702,  6.187
-181.218, 68.347, 2.711,  6.220
-181.221, 68.257, 2.720,  6.253
-181.224, 68.166, 2.729,  6.286
-181.227, 68.075, 2.738,  6.319
-181.230, 67.983, 2.747,  6.352
-181.233, 67.892, 2.757,  6.385
-181.236, 67.800, 2.766,  6.418
-181.239, 67.707, 2.775,  6.451
-181.242, 67.615, 2.785,  6.484
-181.244, 67.521, 2.794,  6.517
-181.247, 67.428, 2.803,  6.550
-181.250, 67.335, 2.813,  6.583
-181.252, 67.241, 2.822,  6.616
-181.255, 67.146, 2.832,  6.649
-181.257, 67.052, 2.841,  6.682
-181.260, 66.957, 2.851,  6.715
-181.262, 66.862, 2.860,  6.748
-181.265, 66.766, 2.870,  6.781
-181.267, 66.670, 2.879,  6.814
-181.269, 66.574, 2.889,  6.847
-181.271, 66.477, 2.899,  6.880
-181.273, 66.381, 2.908,  6.913
-181.276, 66.283, 2.918,  6.946
-181.278, 66.186, 2.928,  6.979
-181.280, 66.088, 2.937,  7.012
-181.282, 65.990, 2.947,  7.045
-181.284, 65.891, 2.957,  7.078
-181.286, 65.793, 2.967,  7.111
-181.287, 65.694, 2.977,  7.144
-181.289, 65.594, 2.987,  7.177
-181.291, 65.494, 2.997,  7.210
-181.293, 65.394, 3.007,  7.243
-181.295, 65.294, 3.017,  7.276
-181.296, 65.193, 3.027,  7.309
-181.298, 65.092, 3.037,  7.342
-181.300, 64.990, 3.047,  7.375
-181.301, 64.889, 3.057,  7.408
-181.303, 64.786, 3.067,  7.441
-181.304, 64.684, 3.078,  7.474
-181.306, 64.581, 3.088,  7.507
-181.307, 64.478, 3.098,  7.540
-181.308, 64.374, 3.109,  7.573
-181.310, 64.270, 3.119,  7.606
-181.311, 64.166, 3.130,  7.639
-181.313, 64.062, 3.140,  7.672
-181.314, 63.957, 3.151,  7.705
-181.315, 63.851, 3.161,  7.738
-181.316, 63.746, 3.172,  7.771
-181.317, 63.640, 3.182,  7.804
-181.319, 63.534, 3.193,  7.837
-181.320, 63.427, 3.203,  7.870
-181.321, 63.320, 3.214,  7.903
-181.322, 63.212, 3.225,  7.936
-181.323, 63.105, 3.236,  7.969
-181.324, 62.997, 3.246,  8.002
-181.325, 62.888, 3.257,  8.035
-181.326, 62.779, 3.268,  8.068
-181.327, 62.670, 3.279,  8.101
-181.328, 62.560, 3.290,  8.134
-181.329, 62.450, 3.301,  8.167
-181.330, 62.340, 3.312,  8.200
-181.331, 62.229, 3.323,  8.233
-181.332, 62.118, 3.334,  8.266
-181.333, 62.007, 3.345,  8.299
-181.333, 61.895, 3.356,  8.332
-181.334, 61.783, 3.368,  8.365
-181.335, 61.671, 3.379,  8.398
-181.336, 61.558, 3.390,  8.431
-181.337, 61.444, 3.402,  8.464
-181.337, 61.331, 3.413,  8.497
-181.338, 61.217, 3.425,  8.530
-181.339, 61.102, 3.436,  8.563
-181.339, 60.987, 3.448,  8.596
-181.340, 60.872, 3.459,  8.629
-181.341, 60.757, 3.471,  8.662
-181.341, 60.641, 3.482,  8.695
-181.342, 60.524, 3.494,  8.728
-181.343, 60.407, 3.506,  8.761
-181.343, 60.290, 3.517,  8.794
-181.344, 60.173, 3.529,  8.827
-181.345, 60.055, 3.541,  8.860
-181.345, 59.936, 3.553,  8.893
-181.346, 59.818, 3.565,  8.926
-181.346, 59.699, 3.576,  8.959
-181.347, 59.579, 3.588,  8.992
-181.347, 59.459, 3.600,  9.025
-181.348, 59.339, 3.612,  9.058
-181.348, 59.218, 3.624,  9.091
-181.349, 59.097, 3.636,  9.124
-181.349, 58.976, 3.648,  9.157
-181.350, 58.854, 3.661,  9.190
-181.350, 58.731, 3.673,  9.223
-181.351, 58.609, 3.685,  9.256
-181.351, 58.485, 3.697,  9.289
-181.351, 58.362, 3.710,  9.322
-181.352, 58.238, 3.722,  9.355
-181.352, 58.113, 3.735,  9.388
-181.353, 57.989, 3.747,  9.421
-181.353, 57.863, 3.760,  9.454
-181.353, 57.738, 3.773,  9.487
-181.354, 57.612, 3.785,  9.520
-181.354, 57.485, 3.798,  9.553
-181.354, 57.358, 3.811,  9.586
-181.355, 57.231, 3.823,  9.619
-181.355, 57.103, 3.836,  9.652
-181.356, 56.975, 3.849,  9.685
-181.356, 56.846, 3.862,  9.718
-181.356, 56.717, 3.875,  9.751
-181.356, 56.588, 3.887,  9.784
-181.357, 56.458, 3.900,  9.817
-181.357, 56.328, 3.913,  9.850
-181.357, 56.197, 3.926,  9.883
-181.358, 56.066, 3.939,  9.916
-181.358, 55.934, 3.952,  9.949
-181.358, 55.802, 3.965,  9.982
-181.359, 55.670, 3.978, 10.015
-181.359, 55.537, 3.991, 10.048
-181.359, 55.403, 4.004, 10.081
-181.359, 55.270, 4.017, 10.114
-181.360, 55.135, 4.030, 10.147
-181.360, 55.001, 4.044, 10.180
-181.360, 54.865, 4.057, 10.213
-181.360, 54.730, 4.070, 10.246
-181.361, 54.594, 4.084, 10.279
-181.361, 54.457, 4.098, 10.312
-181.361, 54.320, 4.111, 10.345
-181.361, 54.183, 4.125, 10.378
-181.361, 54.045, 4.139, 10.411
-181.362, 53.907, 4.153, 10.444
-181.362, 53.768, 4.167, 10.477
-181.362, 53.629, 4.181, 10.510
-181.362, 53.489, 4.195, 10.543
-181.362, 53.349, 4.209, 10.576
-181.363, 53.208, 4.223, 10.609
-181.363, 53.067, 4.237, 10.642
-181.363, 52.926, 4.251, 10.675
-181.363, 52.784, 4.265, 10.708
-181.363, 52.641, 4.279, 10.741
-181.364, 52.498, 4.293, 10.774
-181.364, 52.355, 4.307, 10.807
-181.364, 52.211, 4.322, 10.840
-181.364, 52.066, 4.336, 10.873
-181.364, 51.921, 4.351, 10.906
-181.364, 51.776, 4.365, 10.939
-181.364, 51.630, 4.380, 10.972
-181.365, 51.484, 4.395, 11.005
-181.365, 51.337, 4.409, 11.038
-181.365, 51.189, 4.424, 11.071
-181.365, 51.042, 4.439, 11.104
-181.365, 50.893, 4.454, 11.137
-181.365, 50.744, 4.469, 11.170
-181.366, 50.595, 4.483, 11.203
-181.366, 50.445, 4.498, 11.236
-181.366, 50.295, 4.514, 11.269
-181.366, 50.144, 4.529, 11.302
-181.366, 49.993, 4.544, 11.335
-181.366, 49.841, 4.559, 11.368
-181.366, 49.689, 4.574, 11.401
-181.366, 49.536, 4.589, 11.434
-181.366, 49.382, 4.605, 11.467
-181.367, 49.229, 4.620, 11.500
-181.367, 49.074, 4.635, 11.533
-181.367, 48.919, 4.651, 11.566
-181.367, 48.764, 4.666, 11.599
-181.367, 48.608, 4.682, 11.632
-181.367, 48.451, 4.698, 11.665
-181.367, 48.294, 4.713, 11.698
-181.367, 48.137, 4.729, 11.731
-181.367, 47.979, 4.745, 11.764
-181.367, 47.820, 4.761, 11.797
-181.368, 47.661, 4.777, 11.830
-181.368, 47.502, 4.793, 11.863
-181.368, 47.341, 4.809, 11.896
-181.368, 47.181, 4.825, 11.929
-181.368, 47.019, 4.841, 11.962
-181.368, 46.858, 4.857, 11.995
-181.368, 46.695, 4.873, 12.028
-181.368, 46.533, 4.889, 12.061
-181.368, 46.369, 4.906, 12.094
-181.368, 46.205, 4.922, 12.127
-181.368, 46.041, 4.938, 12.160
-181.368, 45.876, 4.955, 12.193
-181.368, 45.710, 4.971, 12.226
-181.369, 45.544, 4.988, 12.259
-181.369, 45.377, 5.005, 12.292
-181.369, 45.210, 5.022, 12.325
-181.369, 45.042, 5.038, 12.358
-181.369, 44.874, 5.055, 12.391
-181.369, 44.705, 5.072, 12.424
-181.369, 44.535, 5.089, 12.457
-181.369, 44.365, 5.104, 12.490
-181.369, 44.195, 5.115, 12.523
-181.369, 44.024, 5.113, 12.556
-181.369, 43.855, 5.099, 12.589
-181.369, 43.685, 5.086, 12.622
-181.369, 43.516, 5.078, 12.655
-181.369, 43.347, 5.077, 12.688
-181.369, 43.178, 5.084, 12.721
-181.369, 43.008, 5.099, 12.754
-181.369, 42.837, 5.123, 12.787
-181.369, 42.665, 5.156, 12.820
-181.369, 42.492, 5.198, 12.853
-181.369, 42.317, 5.248, 12.886
-181.369, 42.141, 5.305, 12.919
-181.369, 41.962, 5.366, 12.952
-181.369, 41.781, 5.429, 12.985
-181.369, 41.598, 5.490, 13.018
-181.369, 41.413, 5.547, 13.051
-181.369, 41.227, 5.595, 13.084
-181.369, 41.039, 5.633, 13.117
-181.369, 40.851, 5.661, 13.150
-181.369, 40.662, 5.677, 13.183
-181.369, 40.473, 5.684, 13.216
-181.369, 40.283, 5.681, 13.249
-181.369, 40.095, 5.672, 13.282
-181.369, 39.906, 5.656, 13.315
-181.369, 39.719, 5.636, 13.348
-181.369, 39.532, 5.613, 13.381
-181.369, 39.345, 5.591, 13.414
-181.369, 39.160, 5.569, 13.447
-181.369, 38.975, 5.550, 13.480
-181.369, 38.791, 5.536, 13.513
-181.369, 38.606, 5.528, 13.546
-181.369, 38.422, 5.527, 13.579
-181.369, 38.238, 5.535, 13.612
-181.369, 38.053, 5.552, 13.645
-181.369, 37.867, 5.579, 13.678
-181.369, 37.680, 5.616, 13.711
-181.369, 37.491, 5.664, 13.744
-181.369, 37.300, 5.722, 13.777
-181.368, 37.107, 5.789, 13.810
-181.368, 36.912, 5.863, 13.843
-181.368, 36.714, 5.940, 13.876
-181.368, 36.513, 6.018, 13.909
-181.368, 36.311, 6.091, 13.942
-181.368, 36.106, 6.153, 13.975
-181.368, 35.899, 6.197, 14.008
-181.368, 35.692, 6.222, 14.041
-181.368, 35.484, 6.228, 14.074
-181.368, 35.277, 6.218, 14.107
-181.368, 35.071, 6.197, 14.140
-181.368, 34.866, 6.168, 14.173
-181.367, 34.661, 6.135, 14.206
-181.367, 34.458, 6.099, 14.239
-181.367, 34.256, 6.065, 14.272
-181.367, 34.055, 6.034, 14.305
-181.367, 33.855, 6.009, 14.338
-181.367, 33.655, 5.991, 14.371
-181.367, 33.456, 5.983, 14.404
-181.367, 33.256, 5.985, 14.437
-181.367, 33.056, 6.000, 14.470
-181.366, 32.855, 6.029, 14.503
-181.366, 32.653, 6.071, 14.536
-181.366, 32.449, 6.129, 14.569
-181.366, 32.242, 6.202, 14.602
-181.366, 32.032, 6.293, 14.635
-181.366, 31.820, 6.390, 14.668
-181.366, 31.604, 6.483, 14.701
-181.365, 31.385, 6.567, 14.734
-181.365, 31.164, 6.638, 14.767
-181.365, 30.941, 6.695, 14.800
-181.365, 30.716, 6.734, 14.833
-181.365, 30.491, 6.755, 14.866
-181.365, 30.266, 6.757, 14.899
-181.364, 30.042, 6.744, 14.932
-181.364, 29.818, 6.717, 14.965
-181.364, 29.596, 6.683, 14.998
-181.364, 29.375, 6.644, 15.031
-181.364, 29.155, 6.605, 15.064
-181.363, 28.936, 6.568, 15.097
-181.363, 28.718, 6.536, 15.130
-181.363, 28.501, 6.512, 15.163
-181.363, 28.285, 6.498, 15.196
-181.363, 28.068, 6.497, 15.229
-181.362, 27.851, 6.509, 15.262
-181.362, 27.633, 6.536, 15.295
-181.362, 27.414, 6.580, 15.328
-181.362, 27.193, 6.643, 15.361
-181.361, 26.969, 6.722, 15.394
-181.361, 26.742, 6.809, 15.427
-181.361, 26.512, 6.897, 15.460
-181.361, 26.279, 6.982, 15.493
-181.361, 26.044, 7.062, 15.526
-181.360, 25.806, 7.133, 15.559
-181.360, 25.567, 7.192, 15.592
-181.360, 25.326, 7.237, 15.625
-181.359, 25.084, 7.267, 15.658
-181.359, 24.841, 7.282, 15.691
-181.359, 24.599, 7.282, 15.724
-181.359, 24.357, 7.269, 15.757
-181.358, 24.116, 7.246, 15.790
-181.358, 23.875, 7.217, 15.823
-181.358, 23.636, 7.186, 15.856
-181.357, 23.398, 7.156, 15.889
-181.357, 23.161, 7.130, 15.922
-181.357, 22.924, 7.113, 15.955
-181.357, 22.687, 7.105, 15.988
-181.356, 22.450, 7.110, 16.021
-181.356, 22.213, 7.128, 16.054
-181.356, 21.974, 7.158, 16.087
-181.355, 21.734, 7.199, 16.120
-181.355, 21.493, 7.250, 16.153
-181.355, 21.249, 7.308, 16.186
-181.354, 21.004, 7.372, 16.219
-181.354, 20.756, 7.439, 16.252
-181.354, 20.506, 7.507, 16.285
-181.353, 20.253, 7.573, 16.318
-181.353, 19.999, 7.634, 16.351
-181.352, 19.743, 7.690, 16.384
-181.352, 19.485, 7.738, 16.417
-181.352, 19.226, 7.776, 16.450
-181.351, 18.966, 7.804, 16.483
-181.351, 18.706, 7.823, 16.516
-181.350, 18.445, 7.831, 16.549
-181.350, 18.184, 7.832, 16.582
-181.350, 17.924, 7.825, 16.615
-181.349, 17.664, 7.815, 16.648
-181.349, 17.404, 7.803, 16.681
-181.348, 17.144, 7.792, 16.714
-181.348, 16.885, 7.784, 16.747
-181.347, 16.626, 7.782, 16.780
-181.347, 16.367, 7.787, 16.813
-181.347, 16.107, 7.800, 16.846
-181.346, 15.846, 7.822, 16.879
-181.346, 15.585, 7.852, 16.912
-181.345, 15.322, 7.891, 16.945
-181.345, 15.057, 7.936, 16.978
-181.344, 14.791, 7.987, 17.011
-181.344, 14.523, 8.042, 17.044
-181.343, 14.254, 8.100, 17.077
-181.343, 13.982, 8.158, 17.110
-181.342, 13.708, 8.215, 17.143
-181.342, 13.433, 8.269, 17.176
-181.341, 13.156, 8.318, 17.209
-181.341, 12.877, 8.362, 17.242
-181.340, 12.597, 8.399, 17.275
-181.340, 12.317, 8.429, 17.308
-181.339, 12.035, 8.452, 17.341
-181.339, 11.753, 8.468, 17.374
-181.338, 11.471, 8.477, 17.407
-181.337, 11.189, 8.481, 17.440
-181.337, 10.906, 8.483, 17.473
-181.336, 10.624, 8.482, 17.506
-181.336, 10.341, 8.482, 17.539
-181.335, 10.059, 8.484, 17.572
-181.335, 9.776, 8.490, 17.605
-181.334, 9.493, 8.501, 17.638
-181.333, 9.209, 8.519, 17.671
-181.333, 8.924, 8.543, 17.704
-181.332, 8.639, 8.573, 17.737
-181.331, 8.352, 8.610, 17.770
-181.331, 8.064, 8.653, 17.803
-181.330, 7.774, 8.701, 17.836
-181.330, 7.482, 8.753, 17.869
-181.329, 7.189, 8.806, 17.902
-181.328, 6.894, 8.861, 17.935
-181.328, 6.597, 8.915, 17.968
-181.327, 6.298, 8.967, 18.001
-181.326, 5.998, 9.016, 18.034
-181.326, 5.696, 9.061, 18.067
-181.325, 5.393, 9.100, 18.100
-181.324, 5.089, 9.134, 18.133
-181.323, 4.784, 9.161, 18.166
-181.323, 4.478, 9.183, 18.199
-181.322, 4.172, 9.199, 18.232
-181.321, 3.865, 9.211, 18.265
-181.320, 3.558, 9.219, 18.298
-181.320, 3.251, 9.226, 18.331
-181.319, 2.943, 9.232, 18.364
-181.318, 2.635, 9.240, 18.397
-181.317, 2.327, 9.250, 18.430
-181.317, 2.019, 9.264, 18.463
-181.316, 1.710, 9.283, 18.496
-181.315, 1.399, 9.308, 18.529
-181.314, 1.088, 9.339, 18.562
-181.313, 0.776, 9.375, 18.595
-181.313, 0.462, 9.417, 18.628
-181.312, 0.147, 9.464, 18.661
-181.311, -0.170, 9.514, 18.694
-181.310, -0.488, 9.567, 18.727
-181.309, -0.809, 9.622, 18.760
-181.308, -1.131, 9.677, 18.793
-181.307, -1.455, 9.730, 18.826
-181.307, -1.781, 9.782, 18.859
-181.306, -2.109, 9.830, 18.892
-181.305, -2.437, 9.874, 18.925
-181.304, -2.768, 9.912, 18.958
-181.303, -3.099, 9.946, 18.991
-181.302, -3.431, 9.973, 19.024
-181.301, -3.764, 9.996, 19.057
-181.300, -4.097, 10.014, 19.090
-181.299, -4.431, 10.027, 19.123
-181.298, -4.766, 10.039, 19.156
-181.297, -5.100, 10.049, 19.189
-181.296, -5.435, 10.059, 19.222
-181.295, -5.771, 10.071, 19.255
-181.294, -6.107, 10.086, 19.288
-181.293, -6.443, 10.106, 19.321
-181.292, -6.781, 10.130, 19.354
-181.291, -7.119, 10.160, 19.387
-181.290, -7.459, 10.196, 19.420
-181.289, -7.800, 10.237, 19.453
-181.288, -8.142, 10.283, 19.486
-181.287, -8.486, 10.334, 19.519
-181.286, -8.832, 10.388, 19.552
-181.285, -9.180, 10.445, 19.585
-181.284, -9.530, 10.502, 19.618
-181.282, -9.882, 10.560, 19.651
-181.281, -10.236, 10.617, 19.684
-181.280, -10.591, 10.671, 19.717
-181.279, -10.948, 10.721, 19.750
-181.278, -11.307, 10.767, 19.783
-181.277, -11.667, 10.808, 19.816
-181.275, -12.028, 10.843, 19.849
-181.274, -12.390, 10.872, 19.882
-181.273, -12.753, 10.896, 19.915
-181.272, -13.116, 10.915, 19.948
-181.271, -13.480, 10.930, 19.981
-181.269, -13.845, 10.943, 20.014
-181.268, -14.209, 10.954, 20.047
-181.267, -14.575, 10.966, 20.080
-181.266, -14.940, 10.980, 20.113
-181.264, -15.307, 10.998, 20.146
-181.263, -15.674, 11.019, 20.179
-181.262, -16.042, 11.046, 20.212
-181.261, -16.411, 11.080, 20.245
-181.259, -16.781, 11.119, 20.278
-181.258, -17.153, 11.164, 20.311
-181.257, -17.526, 11.215, 20.344
-181.255, -17.902, 11.271, 20.377
-181.254, -18.279, 11.331, 20.410
-181.252, -18.659, 11.393, 20.443
-181.251, -19.041, 11.457, 20.476
-181.250, -19.424, 11.522, 20.509
-181.248, -19.810, 11.585, 20.542
-181.247, -20.198, 11.645, 20.575
-181.245, -20.588, 11.702, 20.608
-181.244, -20.979, 11.754, 20.641
-181.242, -21.372, 11.799, 20.674
-181.241, -21.766, 11.838, 20.707
-181.239, -22.162, 11.871, 20.740
-181.238, -22.558, 11.896, 20.773
-181.236, -22.955, 11.916, 20.806
-181.235, -23.352, 11.930, 20.839
-181.233, -23.750, 11.941, 20.872
-181.232, -24.148, 11.950, 20.905
-181.230, -24.546, 11.958, 20.938
-181.229, -24.945, 11.969, 20.971
-181.227, -25.344, 11.983, 21.004
-181.225, -25.744, 12.003, 21.037
-181.224, -26.144, 12.029, 21.070
-181.222, -26.546, 12.063, 21.103
-181.221, -26.949, 12.104, 21.136
-181.219, -27.354, 12.151, 21.169
-181.217, -27.761, 12.204, 21.202
-181.215, -28.169, 12.262, 21.235
-181.214, -28.580, 12.324, 21.268
-181.212, -28.992, 12.390, 21.301
-181.210, -29.407, 12.460, 21.334
-181.209, -29.825, 12.532, 21.367
-181.207, -30.245, 12.607, 21.400
-181.205, -30.667, 12.681, 21.433
-181.203, -31.092, 12.754, 21.466
-181.201, -31.519, 12.822, 21.499
-181.200, -31.948, 12.886, 21.532
-181.198, -32.379, 12.943, 21.565
-181.196, -32.812, 12.992, 21.598
-181.194, -33.246, 13.032, 21.631
-181.192, -33.681, 13.063, 21.664
-181.190, -34.117, 13.086, 21.697
-181.188, -34.553, 13.100, 21.730
-181.186, -34.989, 13.107, 21.763
-181.184, -35.426, 13.110, 21.796
-181.182, -35.863, 13.110, 21.829
-181.180, -36.299, 13.111, 21.862
-181.178, -36.736, 13.114, 21.895
-181.176, -37.173, 13.123, 21.928
-181.174, -37.611, 13.140, 21.961
-181.172, -38.049, 13.165, 21.994
-181.170, -38.489, 13.197, 22.027
-181.168, -38.930, 13.236, 22.060
-181.166, -39.372, 13.281, 22.093
-181.164, -39.816, 13.330, 22.126
-181.162, -40.262, 13.385, 22.159
-181.160, -40.710, 13.443, 22.192
-181.158, -41.160, 13.505, 22.225
-181.156, -41.612, 13.571, 22.258
-181.153, -42.067, 13.639, 22.291
-181.151, -42.523, 13.710, 22.324
-181.149, -42.982, 13.784, 22.357
-181.147, -43.444, 13.860, 22.390
-181.145, -43.908, 13.938, 22.423
-181.142, -44.375, 14.017, 22.456
-181.140, -44.845, 14.098, 22.489
-181.138, -45.317, 14.181, 22.522
-181.135, -45.792, 14.264, 22.555
-181.133, -46.270, 14.347, 22.588
-181.131, -46.750, 14.426, 22.621
-181.128, -47.233, 14.499, 22.654
-181.126, -47.718, 14.565, 22.687
-181.123, -48.205, 14.622, 22.720
-181.121, -48.693, 14.667, 22.753
-181.118, -49.183, 14.701, 22.786
-181.116, -49.673, 14.722, 22.819
-181.113, -50.164, 14.733, 22.852
-181.111, -50.654, 14.733, 22.885
-181.108, -51.145, 14.725, 22.918
-181.106, -51.635, 14.713, 22.951
-181.103, -52.124, 14.701, 22.984
-181.101, -52.614, 14.690, 23.017
-181.098, -53.103, 14.687, 23.050
